CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;REDE;ANO_ESCOLAR;QT_MATRICULAS;TAXA_EVASAO;TAXA_APROVACAO;TAXA_REPROVACAO;EVASAO_ABSOLUTA;APROVADOS_ABSOLUTOS;REPROVADOS_ABSOLUTOS
3202652;Irupi;ES;Municipal;9;34;0.0;1.0;0.0;0.0;34.0;0.0
3202702;Itaguaçu;ES;Estadual;6;134;0.0;0.978;0.022000000000000002;0.0;131.052;2.9480000000000004
3202702;Itaguaçu;ES;Estadual;7;122;0.0;1.0;0.0;0.0;122.0;0.0
3202702;Itaguaçu;ES;Estadual;8;110;0.0;0.991;0.009000000000000001;0.0;109.01;0.9900000000000001
3202702;Itaguaçu;ES;Estadual;9;116;0.0;1.0;0.0;0.0;116.0;0.0
3202702;Itaguaçu;ES;Municipal;6;31;0.0;1.0;0.0;0.0;31.0;0.0
3202702;Itaguaçu;ES;Municipal;7;32;0.0;1.0;0.0;0.0;32.0;0.0
3202702;Itaguaçu;ES;Municipal;8;37;0.0;1.0;0.0;0.0;37.0;0.0
3202702;Itaguaçu;ES;Municipal;9;35;0.0;1.0;0.0;0.0;35.0;0.0
3202801;Itapemirim;ES;Estadual;6;131;0.0;0.992;0.008;0.0;129.952;1.048
3202801;Itapemirim;ES;Estadual;7;149;0.0;0.9590000000000001;0.040999999999999995;0.0;142.89100000000002;6.108999999999999
3202801;Itapemirim;ES;Estadual;8;131;0.0;0.9740000000000001;0.026000000000000002;0.0;127.59400000000001;3.406
3202801;Itapemirim;ES;Estadual;9;156;0.0;0.9670000000000001;0.033;0.0;150.852;5.148000000000001
3202801;Itapemirim;ES;Municipal;6;590;0.019;0.7929999999999999;0.188;11.209999999999999;467.86999999999995;110.92
3202801;Itapemirim;ES;Municipal;7;546;0.013000000000000001;0.8590000000000001;0.128;7.098000000000001;469.01400000000007;69.888
3202801;Itapemirim;ES;Municipal;8;410;0.01;0.885;0.105;4.1;362.85;43.05
3202801;Itapemirim;ES;Municipal;9;417;0.019;0.885;0.096;7.923;369.045;40.032000000000004
3202900;Itarana;ES;Estadual;6;114;0.0;0.991;0.009000000000000001;0.0;112.974;1.026
3202900;Itarana;ES;Estadual;7;117;0.0;1.0;0.0;0.0;117.0;0.0
3202900;Itarana;ES;Estadual;8;100;0.0;0.99;0.01;0.0;99.0;1.0
3202900;Itarana;ES;Estadual;9;100;0.0;1.0;0.0;0.0;100.0;0.0
3202900;Itarana;ES;Municipal;6;0;;;;0.0;0.0;0.0
3202900;Itarana;ES;Municipal;7;0;;;;0.0;0.0;0.0
3202900;Itarana;ES;Municipal;8;0;;;;0.0;0.0;0.0
3202900;Itarana;ES;Municipal;9;0;;;;0.0;0.0;0.0
3203007;Iúna;ES;Estadual;6;286;0.0;0.993;0.006999999999999999;0.0;283.998;2.002
3203007;Iúna;ES;Estadual;7;292;0.0;0.975;0.025;0.0;284.7;7.300000000000001
3203007;Iúna;ES;Estadual;8;275;0.0;0.992;0.008;0.0;272.8;2.2
3203007;Iúna;ES;Estadual;9;262;0.0;0.988;0.012;0.0;258.856;3.144
3203007;Iúna;ES;Municipal;6;128;0.008;0.907;0.085;1.024;116.096;10.88
3203007;Iúna;ES;Municipal;7;127;0.0;0.924;0.076;0.0;117.348;9.652
3203007;Iúna;ES;Municipal;8;106;0.0;0.9490000000000001;0.051;0.0;100.59400000000001;5.406
3203007;Iúna;ES;Municipal;9;91;0.0;0.976;0.024;0.0;88.816;2.184
3203056;Jaguaré;ES;Estadual;6;178;0.0;1.0;0.0;0.0;178.0;0.0
3203056;Jaguaré;ES;Estadual;7;172;0.0;0.988;0.012;0.0;169.936;2.064
3203056;Jaguaré;ES;Estadual;8;163;0.0;0.9940000000000001;0.006;0.0;162.02200000000002;0.978
3203056;Jaguaré;ES;Estadual;9;148;0.0;1.0;0.0;0.0;148.0;0.0
3203056;Jaguaré;ES;Municipal;6;343;0.0;0.8859999999999999;0.114;0.0;303.89799999999997;39.102000000000004
3203056;Jaguaré;ES;Municipal;7;281;0.0;0.907;0.09300000000000001;0.0;254.86700000000002;26.133000000000003
3203056;Jaguaré;ES;Municipal;8;290;0.011000000000000001;0.919;0.07;3.1900000000000004;266.51;20.3
3203056;Jaguaré;ES;Municipal;9;243;0.0;0.9420000000000001;0.057999999999999996;0.0;228.906;14.094
3203106;Jerônimo Monteiro;ES;Estadual;6;92;0.0;0.9540000000000001;0.046;0.0;87.768;4.232
3203106;Jerônimo Monteiro;ES;Estadual;7;111;0.0;0.9159999999999999;0.084;0.0;101.67599999999999;9.324
3203106;Jerônimo Monteiro;ES;Estadual;8;83;0.0;0.976;0.024;0.0;81.008;1.992
3203106;Jerônimo Monteiro;ES;Estadual;9;91;0.011000000000000001;0.978;0.011000000000000001;1.0010000000000001;88.998;1.0010000000000001
3203106;Jerônimo Monteiro;ES;Municipal;6;64;0.0;1.0;0.0;0.0;64.0;0.0
3203106;Jerônimo Monteiro;ES;Municipal;7;66;0.0;0.97;0.03;0.0;64.02;1.98
3203106;Jerônimo Monteiro;ES;Municipal;8;58;0.0;0.9420000000000001;0.057999999999999996;0.0;54.636;3.364
3203106;Jerônimo Monteiro;ES;Municipal;9;71;0.0;0.986;0.013999999999999999;0.0;70.006;0.9939999999999999
3203130;João Neiva;ES;Estadual;6;0;;;;0.0;0.0;0.0
3203130;João Neiva;ES;Estadual;7;0;;;;0.0;0.0;0.0
3203130;João Neiva;ES;Estadual;8;0;;;;0.0;0.0;0.0
3203130;João Neiva;ES;Estadual;9;0;;;;0.0;0.0;0.0
3203130;João Neiva;ES;Municipal;6;172;0.0;0.988;0.012;0.0;169.936;2.064
3203130;João Neiva;ES;Municipal;7;168;0.0;0.9690000000000001;0.031;0.0;162.792;5.208
3203130;João Neiva;ES;Municipal;8;170;0.006;0.858;0.136;1.02;145.85999999999999;23.12
3203130;João Neiva;ES;Municipal;9;160;0.0;0.968;0.032;0.0;154.88;5.12
3203163;Laranja da Terra;ES;Estadual;6;98;0.0;1.0;0.0;0.0;98.0;0.0
3203163;Laranja da Terra;ES;Estadual;7;96;0.0;0.978;0.022000000000000002;0.0;93.888;2.112
3203163;Laranja da Terra;ES;Estadual;8;68;0.0;1.0;0.0;0.0;68.0;0.0
3203163;Laranja da Terra;ES;Estadual;9;55;0.0;1.0;0.0;0.0;55.0;0.0
3203163;Laranja da Terra;ES;Municipal;6;69;0.0;0.87;0.13;0.0;60.03;8.97
3203163;Laranja da Terra;ES;Municipal;7;60;0.0;0.828;0.172;0.0;49.68;10.319999999999999
3203163;Laranja da Terra;ES;Municipal;8;48;0.0;0.813;0.187;0.0;39.024;8.975999999999999
3203163;Laranja da Terra;ES;Municipal;9;46;0.0;0.976;0.024;0.0;44.896;1.104
3203205;Linhares;ES;Estadual;6;428;0.0;0.968;0.032;0.0;414.304;13.696
3203205;Linhares;ES;Estadual;7;681;0.0;0.956;0.044000000000000004;0.0;651.036;29.964000000000002
3203205;Linhares;ES;Estadual;8;811;0.003;0.97;0.027000000000000003;2.433;786.67;21.897000000000002
3203205;Linhares;ES;Estadual;9;819;0.0;0.965;0.035;0.0;790.3349999999999;28.665000000000003
3203205;Linhares;ES;Municipal;6;2075;0.005;0.8909999999999999;0.10400000000000001;10.375;1848.8249999999998;215.8
3203205;Linhares;ES;Municipal;7;1719;0.008;0.904;0.08800000000000001;13.752;1553.976;151.27200000000002
3203205;Linhares;ES;Municipal;8;1334;0.006999999999999999;0.914;0.079;9.338;1219.276;105.386
3203205;Linhares;ES;Municipal;9;1128;0.015;0.9590000000000001;0.026000000000000002;16.919999999999998;1081.7520000000002;29.328000000000003
3203304;Mantenópolis;ES;Estadual;6;134;0.0;0.992;0.008;0.0;132.928;1.072
3203304;Mantenópolis;ES;Estadual;7;151;0.0;0.993;0.006999999999999999;0.0;149.943;1.057
3203304;Mantenópolis;ES;Estadual;8;143;0.0;0.986;0.013999999999999999;0.0;140.998;2.002
3203304;Mantenópolis;ES;Estadual;9;114;0.0;0.991;0.009000000000000001;0.0;112.974;1.026
3203304;Mantenópolis;ES;Municipal;6;53;0.0;0.9420000000000001;0.057999999999999996;0.0;49.926;3.074
3203304;Mantenópolis;ES;Municipal;7;64;0.0;0.9840000000000001;0.016;0.0;62.976000000000006;1.024
3203304;Mantenópolis;ES;Municipal;8;42;0.0;1.0;0.0;0.0;42.0;0.0
3203304;Mantenópolis;ES;Municipal;9;40;0.0;1.0;0.0;0.0;40.0;0.0
3203320;Marataízes;ES;Estadual;6;33;0.031;0.813;0.156;1.023;26.828999999999997;5.148
3203320;Marataízes;ES;Estadual;7;42;0.0;0.857;0.14300000000000002;0.0;35.994;6.006
3203320;Marataízes;ES;Estadual;8;35;0.031;0.8440000000000001;0.125;1.085;29.540000000000003;4.375
3203320;Marataízes;ES;Estadual;9;56;0.0;1.0;0.0;0.0;56.0;0.0
3203320;Marataízes;ES;Municipal;6;641;0.005;0.866;0.129;3.205;555.106;82.68900000000001
3203320;Marataízes;ES;Municipal;7;569;0.005;0.875;0.12;2.845;497.875;68.28
3203320;Marataízes;ES;Municipal;8;506;0.006;0.8740000000000001;0.12;3.036;442.244;60.72
3203320;Marataízes;ES;Municipal;9;433;0.0;0.9570000000000001;0.043;0.0;414.38100000000003;18.619
3203346;Marechal Floriano;ES;Estadual;6;157;0.0;1.0;0.0;0.0;157.0;0.0
3203346;Marechal Floriano;ES;Estadual;7;136;0.0;1.0;0.0;0.0;136.0;0.0
3203346;Marechal Floriano;ES;Estadual;8;194;0.0;1.0;0.0;0.0;194.0;0.0
3203346;Marechal Floriano;ES;Estadual;9;137;0.0;1.0;0.0;0.0;137.0;0.0
3203346;Marechal Floriano;ES;Municipal;6;78;0.0;0.958;0.042;0.0;74.724;3.2760000000000002
3203346;Marechal Floriano;ES;Municipal;7;83;0.0;0.9740000000000001;0.026000000000000002;0.0;80.84200000000001;2.1580000000000004
3203346;Marechal Floriano;ES;Municipal;8;98;0.0;1.0;0.0;0.0;98.0;0.0
3203346;Marechal Floriano;ES;Municipal;9;62;0.0;0.9840000000000001;0.016;0.0;61.008;0.992
3203353;Marilândia;ES;Estadual;6;84;0.0;1.0;0.0;0.0;84.0;0.0
3203353;Marilândia;ES;Estadual;7;84;0.0;1.0;0.0;0.0;84.0;0.0
3203353;Marilândia;ES;Estadual;8;88;0.0;0.965;0.035;0.0;84.92;3.08
3203353;Marilândia;ES;Estadual;9;100;0.0;0.978;0.022000000000000002;0.0;97.8;2.2
3203353;Marilândia;ES;Municipal;6;39;0.0;1.0;0.0;0.0;39.0;0.0
3203353;Marilândia;ES;Municipal;7;32;0.0;1.0;0.0;0.0;32.0;0.0
3203353;Marilândia;ES;Municipal;8;40;0.0;1.0;0.0;0.0;40.0;0.0
3203353;Marilândia;ES;Municipal;9;34;0.0;1.0;0.0;0.0;34.0;0.0
3203403;Mimoso do Sul;ES;Estadual;6;220;0.0;0.919;0.081;0.0;202.18;17.82
3203403;Mimoso do Sul;ES;Estadual;7;237;0.0;0.9570000000000001;0.043;0.0;226.80900000000003;10.190999999999999
3203403;Mimoso do Sul;ES;Estadual;8;230;0.0;0.981;0.019;0.0;225.63;4.37
3203403;Mimoso do Sul;ES;Estadual;9;222;0.0;0.977;0.023;0.0;216.894;5.106
3203403;Mimoso do Sul;ES;Municipal;6;89;0.012;0.885;0.10300000000000001;1.068;78.765;9.167000000000002
3203403;Mimoso do Sul;ES;Municipal;7;70;0.015;0.779;0.20600000000000002;1.05;54.53;14.420000000000002
3203403;Mimoso do Sul;ES;Municipal;8;67;0.015;0.971;0.013999999999999999;1.005;65.057;0.938
3203403;Mimoso do Sul;ES;Municipal;9;85;0.012;0.976;0.012;1.02;82.96;1.02
3203502;Montanha;ES;Estadual;6;178;0.0;0.8640000000000001;0.136;0.0;153.79200000000003;24.208000000000002
3203502;Montanha;ES;Estadual;7;162;0.013999999999999999;0.925;0.061;2.268;149.85;9.882
3203502;Montanha;ES;Estadual;8;147;0.0;0.9009999999999999;0.099;0.0;132.44699999999997;14.553
3203502;Montanha;ES;Estadual;9;153;0.0;0.96;0.04;0.0;146.88;6.12
3203502;Montanha;ES;Municipal;6;134;0.0;0.7120000000000001;0.28800000000000003;0.0;95.40800000000002;38.592000000000006
3203502;Montanha;ES;Municipal;7;113;0.0;0.841;0.159;0.0;95.033;17.967
3203502;Montanha;ES;Municipal;8;85;0.0;0.915;0.085;0.0;77.775;7.2250000000000005
3203502;Montanha;ES;Municipal;9;85;0.0;0.922;0.078;0.0;78.37;6.63
3203601;Mucurici;ES;Estadual;6;40;0.0;0.976;0.024;0.0;39.04;0.96
3203601;Mucurici;ES;Estadual;7;49;0.018000000000000002;0.963;0.019;0.8820000000000001;47.187;0.9309999999999999
3203601;Mucurici;ES;Estadual;8;59;0.0;0.912;0.08800000000000001;0.0;53.808;5.192
3203601;Mucurici;ES;Estadual;9;58;0.019;0.9620000000000001;0.019;1.1019999999999999;55.79600000000001;1.1019999999999999
3203601;Mucurici;ES;Municipal;6;13;0.0;0.833;0.16699999999999998;0.0;10.828999999999999;2.171
3203601;Mucurici;ES;Municipal;7;23;0.0;0.87;0.13;0.0;20.01;2.99
3203601;Mucurici;ES;Municipal;8;19;0.0;0.905;0.095;0.0;17.195;1.805
3203601;Mucurici;ES;Municipal;9;23;0.0;1.0;0.0;0.0;23.0;0.0
3203700;Muniz Freire;ES;Estadual;6;32;0.0;1.0;0.0;0.0;32.0;0.0
3203700;Muniz Freire;ES;Estadual;7;97;0.0;1.0;0.0;0.0;97.0;0.0
3203700;Muniz Freire;ES;Estadual;8;83;0.0;1.0;0.0;0.0;83.0;0.0
3203700;Muniz Freire;ES;Estadual;9;99;0.0;1.0;0.0;0.0;99.0;0.0
3203700;Muniz Freire;ES;Municipal;6;191;0.0;0.99;0.01;0.0;189.09;1.9100000000000001
3203700;Muniz Freire;ES;Municipal;7;181;0.0;0.9490000000000001;0.051;0.0;171.769;9.231
3203700;Muniz Freire;ES;Municipal;8;154;0.0;0.953;0.047;0.0;146.762;7.238
3203700;Muniz Freire;ES;Municipal;9;123;0.009000000000000001;0.991;0.0;1.1070000000000002;121.893;0.0
3203809;Muqui;ES;Estadual;6;147;0.006999999999999999;0.9590000000000001;0.034;1.029;140.973;4.998
3203809;Muqui;ES;Estadual;7;123;0.017;0.941;0.042;2.091;115.743;5.166
3203809;Muqui;ES;Estadual;8;124;0.008;0.9590000000000001;0.033;0.992;118.91600000000001;4.0920000000000005
3203809;Muqui;ES;Estadual;9;112;0.0;0.991;0.009000000000000001;0.0;110.992;1.008
3203809;Muqui;ES;Municipal;6;64;0.0;0.8440000000000001;0.156;0.0;54.016000000000005;9.984
3203809;Muqui;ES;Municipal;7;38;0.0;0.9470000000000001;0.053;0.0;35.986000000000004;2.014
3203809;Muqui;ES;Municipal;8;31;0.0;0.9690000000000001;0.031;0.0;30.039;0.961
3203809;Muqui;ES;Municipal;9;29;0.0;1.0;0.0;0.0;29.0;0.0
3203908;Nova Venécia;ES;Estadual;6;49;0.0;1.0;0.0;0.0;49.0;0.0
3203908;Nova Venécia;ES;Estadual;7;38;0.0;1.0;0.0;0.0;38.0;0.0
3203908;Nova Venécia;ES;Estadual;8;49;0.0;1.0;0.0;0.0;49.0;0.0
3203908;Nova Venécia;ES;Estadual;9;44;0.0;1.0;0.0;0.0;44.0;0.0
3203908;Nova Venécia;ES;Municipal;6;596;0.0;0.972;0.027999999999999997;0.0;579.312;16.688
3203908;Nova Venécia;ES;Municipal;7;597;0.0;0.9620000000000001;0.038;0.0;574.3140000000001;22.686
3203908;Nova Venécia;ES;Municipal;8;543;0.0;0.971;0.028999999999999998;0.0;527.253;15.746999999999998
3203908;Nova Venécia;ES;Municipal;9;536;0.0;0.9890000000000001;0.011000000000000001;0.0;530.104;5.896000000000001
3204005;Pancas;ES;Estadual;6;93;0.0;1.0;0.0;0.0;93.0;0.0
3204005;Pancas;ES;Estadual;7;97;0.0;1.0;0.0;0.0;97.0;0.0
3204005;Pancas;ES;Estadual;8;83;0.0;0.988;0.012;0.0;82.004;0.996
3204005;Pancas;ES;Estadual;9;104;0.0;0.9790000000000001;0.021;0.0;101.816;2.184
3204005;Pancas;ES;Municipal;6;110;0.0;0.982;0.018000000000000002;0.0;108.02;1.9800000000000002
3204005;Pancas;ES;Municipal;7;140;0.0;0.986;0.013999999999999999;0.0;138.04;1.9599999999999997
3204005;Pancas;ES;Municipal;8;122;0.0;1.0;0.0;0.0;122.0;0.0
3204005;Pancas;ES;Municipal;9;125;0.0;0.992;0.008;0.0;124.0;1.0
3204054;Pedro Canário;ES;Estadual;6;260;0.0;0.98;0.02;0.0;254.79999999999998;5.2
3204054;Pedro Canário;ES;Estadual;7;282;0.0;0.996;0.004;0.0;280.872;1.1280000000000001
3204054;Pedro Canário;ES;Estadual;8;274;0.0;0.9620000000000001;0.038;0.0;263.588;10.411999999999999
3204054;Pedro Canário;ES;Estadual;9;256;0.0;0.996;0.004;0.0;254.976;1.024
3204054;Pedro Canário;ES;Municipal;6;66;0.0;0.965;0.035;0.0;63.69;2.31
3204054;Pedro Canário;ES;Municipal;7;50;0.0;0.8540000000000001;0.146;0.0;42.7;7.3
3204054;Pedro Canário;ES;Municipal;8;39;0.0;0.816;0.184;0.0;31.823999999999998;7.176
3204054;Pedro Canário;ES;Municipal;9;33;0.0;1.0;0.0;0.0;33.0;0.0
3204104;Pinheiros;ES;Estadual;6;48;0.0;0.98;0.02;0.0;47.04;0.96
3204104;Pinheiros;ES;Estadual;7;58;0.0;1.0;0.0;0.0;58.0;0.0
3204104;Pinheiros;ES;Estadual;8;61;0.0;1.0;0.0;0.0;61.0;0.0
3204104;Pinheiros;ES;Estadual;9;46;0.0;1.0;0.0;0.0;46.0;0.0
3204104;Pinheiros;ES;Municipal;6;319;0.0;0.934;0.066;0.0;297.946;21.054000000000002
3204104;Pinheiros;ES;Municipal;7;279;0.0;0.94;0.06;0.0;262.26;16.74
3204104;Pinheiros;ES;Municipal;8;251;0.0;0.9179999999999999;0.08199999999999999;0.0;230.41799999999998;20.581999999999997
3204104;Pinheiros;ES;Municipal;9;266;0.0;0.9620000000000001;0.038;0.0;255.89200000000002;10.108
3204203;Piúma;ES;Estadual;6;0;;;;0.0;0.0;0.0
3204203;Piúma;ES;Estadual;7;63;0.0;0.9840000000000001;0.016;0.0;61.992000000000004;1.008
3204203;Piúma;ES;Estadual;8;86;0.025;0.975;0.0;2.15;83.85;0.0
3204203;Piúma;ES;Estadual;9;88;0.0;1.0;0.0;0.0;88.0;0.0
3204203;Piúma;ES;Municipal;6;356;0.0;0.845;0.155;0.0;300.82;55.18
3204203;Piúma;ES;Municipal;7;244;0.005;0.852;0.14300000000000002;1.22;207.888;34.892
3204203;Piúma;ES;Municipal;8;211;0.0;0.898;0.102;0.0;189.478;21.522
3204203;Piúma;ES;Municipal;9;199;0.005;0.958;0.037000000000000005;0.995;190.642;7.363000000000001
3204252;Ponto Belo;ES;Estadual;6;90;0.0;0.9209999999999999;0.079;0.0;82.89;7.11
3204252;Ponto Belo;ES;Estadual;7;102;0.0;0.97;0.03;0.0;98.94;3.06
3204252;Ponto Belo;ES;Estadual;8;92;0.0;0.9009999999999999;0.099;0.0;82.892;9.108
3204252;Ponto Belo;ES;Estadual;9;84;0.0;0.9890000000000001;0.011000000000000001;0.0;83.07600000000001;0.924
3204252;Ponto Belo;ES;Municipal;6;19;0.0;1.0;0.0;0.0;19.0;0.0
3204252;Ponto Belo;ES;Municipal;7;17;0.0;1.0;0.0;0.0;17.0;0.0
3204252;Ponto Belo;ES;Municipal;8;16;0.0;1.0;0.0;0.0;16.0;0.0
3204252;Ponto Belo;ES;Municipal;9;28;0.0;1.0;0.0;0.0;28.0;0.0
3204302;Presidente Kennedy;ES;Estadual;6;0;;;;0.0;0.0;0.0
3204302;Presidente Kennedy;ES;Estadual;7;0;;;;0.0;0.0;0.0
3204302;Presidente Kennedy;ES;Estadual;8;0;;;;0.0;0.0;0.0
3204302;Presidente Kennedy;ES;Estadual;9;0;;;;0.0;0.0;0.0
3204302;Presidente Kennedy;ES;Municipal;6;199;0.0;0.99;0.01;0.0;197.01;1.99
3204302;Presidente Kennedy;ES;Municipal;7;189;0.005;0.9840000000000001;0.011000000000000001;0.9450000000000001;185.97600000000003;2.079
3204302;Presidente Kennedy;ES;Municipal;8;196;0.0;0.968;0.032;0.0;189.728;6.272
3204302;Presidente Kennedy;ES;Municipal;9;169;0.0;1.0;0.0;0.0;169.0;0.0
3204351;Rio Bananal;ES;Estadual;6;0;;;;0.0;0.0;0.0
3204351;Rio Bananal;ES;Estadual;7;0;;;;0.0;0.0;0.0
3204351;Rio Bananal;ES;Estadual;8;0;;;;0.0;0.0;0.0
3204351;Rio Bananal;ES;Estadual;9;0;;;;0.0;0.0;0.0
3204351;Rio Bananal;ES;Municipal;6;319;0.0;0.879;0.121;0.0;280.401;38.599
3204351;Rio Bananal;ES;Municipal;7;304;0.0;0.9179999999999999;0.08199999999999999;0.0;279.072;24.927999999999997
3204351;Rio Bananal;ES;Municipal;8;261;0.0;0.955;0.045;0.0;249.255;11.745
3204351;Rio Bananal;ES;Municipal;9;247;0.0;0.983;0.017;0.0;242.801;4.199000000000001
3204401;Rio Novo do Sul;ES;Estadual;6;162;0.0;0.938;0.062;0.0;151.956;10.044
3204401;Rio Novo do Sul;ES;Estadual;7;137;0.0;0.9259999999999999;0.07400000000000001;0.0;126.862;10.138000000000002
3204401;Rio Novo do Sul;ES;Estadual;8;126;0.0;0.9259999999999999;0.07400000000000001;0.0;116.67599999999999;9.324000000000002
3204401;Rio Novo do Sul;ES;Estadual;9;127;0.0;0.992;0.008;0.0;125.984;1.016
3204401;Rio Novo do Sul;ES;Municipal;6;0;;;;0.0;0.0;0.0
3204401;Rio Novo do Sul;ES;Municipal;7;0;;;;0.0;0.0;0.0
3204401;Rio Novo do Sul;ES;Municipal;8;0;;;;0.0;0.0;0.0
3204401;Rio Novo do Sul;ES;Municipal;9;0;;;;0.0;0.0;0.0
3204500;Santa Leopoldina;ES;Estadual;6;88;0.0;1.0;0.0;0.0;88.0;0.0
3204500;Santa Leopoldina;ES;Estadual;7;58;0.0;1.0;0.0;0.0;58.0;0.0
3204500;Santa Leopoldina;ES;Estadual;8;81;0.025;0.975;0.0;2.025;78.975;0.0
3204500;Santa Leopoldina;ES;Estadual;9;57;0.0;1.0;0.0;0.0;57.0;0.0
3204500;Santa Leopoldina;ES;Municipal;6;55;0.0;0.895;0.105;0.0;49.225;5.7749999999999995
3204500;Santa Leopoldina;ES;Municipal;7;56;0.0;0.9620000000000001;0.038;0.0;53.87200000000001;2.128
3204500;Santa Leopoldina;ES;Municipal;8;52;0.021;0.915;0.064;1.092;47.58;3.3280000000000003
3204500;Santa Leopoldina;ES;Municipal;9;39;0.026000000000000002;0.9740000000000001;0.0;1.014;37.986000000000004;0.0
3204559;Santa Maria de Jetibá;ES;Estadual;6;395;0.0;0.94;0.06;0.0;371.29999999999995;23.7
3204559;Santa Maria de Jetibá;ES;Estadual;7;417;0.0;0.966;0.034;0.0;402.822;14.178
3204559;Santa Maria de Jetibá;ES;Estadual;8;346;0.0;0.948;0.052000000000000005;0.0;328.008;17.992
3204559;Santa Maria de Jetibá;ES;Estadual;9;325;0.0;0.99;0.01;0.0;321.75;3.25
3204559;Santa Maria de Jetibá;ES;Municipal;6;180;0.005;0.856;0.139;0.9;154.07999999999998;25.020000000000003
3204559;Santa Maria de Jetibá;ES;Municipal;7;213;0.005;0.8270000000000001;0.168;1.065;176.151;35.784
3204559;Santa Maria de Jetibá;ES;Municipal;8;145;0.0;0.941;0.059000000000000004;0.0;136.445;8.555
3204559;Santa Maria de Jetibá;ES;Municipal;9;135;0.0;0.993;0.006999999999999999;0.0;134.055;0.945
3204609;Santa Teresa;ES;Estadual;6;82;0.0;0.988;0.012;0.0;81.016;0.984
3204609;Santa Teresa;ES;Estadual;7;62;0.017;0.983;0.0;1.054;60.946;0.0
3204609;Santa Teresa;ES;Estadual;8;71;0.0;0.971;0.028999999999999998;0.0;68.941;2.0589999999999997
3204609;Santa Teresa;ES;Estadual;9;76;0.0;1.0;0.0;0.0;76.0;0.0
3204609;Santa Teresa;ES;Municipal;6;230;0.0;0.9259999999999999;0.07400000000000001;0.0;212.98;17.020000000000003
3204609;Santa Teresa;ES;Municipal;7;196;0.0;0.938;0.062;0.0;183.84799999999998;12.152
3204609;Santa Teresa;ES;Municipal;8;223;0.0;0.915;0.085;0.0;204.04500000000002;18.955000000000002
3204609;Santa Teresa;ES;Municipal;9;191;0.0;0.978;0.022000000000000002;0.0;186.798;4.202000000000001
3205002;Serra;ES;Estadual;6;3295;0.009000000000000001;0.978;0.013000000000000001;29.655000000000005;3222.5099999999998;42.835
3205002;Serra;ES;Estadual;7;3585;0.019;0.9640000000000001;0.017;68.115;3455.9400000000005;60.94500000000001
3205002;Serra;ES;Estadual;8;3543;0.013000000000000001;0.965;0.022000000000000002;46.059000000000005;3418.995;77.94600000000001
3205002;Serra;ES;Estadual;9;3322;0.013000000000000001;0.98;0.006999999999999999;43.18600000000001;3255.56;23.253999999999998
3205002;Serra;ES;Municipal;6;4243;0.002;0.8759999999999999;0.122;8.486;3716.8679999999995;517.646
3205002;Serra;ES;Municipal;7;3495;0.005;0.883;0.11199999999999999;17.475;3086.085;391.43999999999994
3205002;Serra;ES;Municipal;8;3256;0.005;0.9079999999999999;0.087;16.28;2956.448;283.272
3205002;Serra;ES;Municipal;9;2536;0.004;0.9490000000000001;0.047;10.144;2406.664;119.19200000000001
3205010;Sooretama;ES;Estadual;6;0;;;;0.0;0.0;0.0
3205010;Sooretama;ES;Estadual;7;75;0.0;0.986;0.013999999999999999;0.0;73.95;1.0499999999999998
3205010;Sooretama;ES;Estadual;8;114;0.0;1.0;0.0;0.0;114.0;0.0
3205010;Sooretama;ES;Estadual;9;85;0.0;1.0;0.0;0.0;85.0;0.0
3205010;Sooretama;ES;Municipal;6;473;0.0;0.953;0.047;0.0;450.769;22.231
3205010;Sooretama;ES;Municipal;7;391;0.0;0.943;0.057;0.0;368.71299999999997;22.287
3205010;Sooretama;ES;Municipal;8;295;0.0;0.961;0.039;0.0;283.495;11.505
3205010;Sooretama;ES;Municipal;9;341;0.006;0.9790000000000001;0.015;2.0460000000000003;333.83900000000006;5.115
3204658;São Domingos do Norte;ES;Estadual;6;21;0.0;0.95;0.05;0.0;19.95;1.05
3204658;São Domingos do Norte;ES;Estadual;7;38;0.0;1.0;0.0;0.0;38.0;0.0
3204658;São Domingos do Norte;ES;Estadual;8;31;0.0;1.0;0.0;0.0;31.0;0.0
3204658;São Domingos do Norte;ES;Estadual;9;33;0.0;1.0;0.0;0.0;33.0;0.0
3204658;São Domingos do Norte;ES;Municipal;6;112;0.0;0.98;0.02;0.0;109.75999999999999;2.24
3204658;São Domingos do Norte;ES;Municipal;7;102;0.0;0.905;0.095;0.0;92.31;9.69
3204658;São Domingos do Norte;ES;Municipal;8;94;0.0;1.0;0.0;0.0;94.0;0.0
3204658;São Domingos do Norte;ES;Municipal;9;80;0.0;1.0;0.0;0.0;80.0;0.0
3204708;São Gabriel da Palha;ES;Estadual;6;148;0.0;0.986;0.013999999999999999;0.0;145.928;2.0719999999999996
3204708;São Gabriel da Palha;ES;Estadual;7;141;0.0;0.9790000000000001;0.021;0.0;138.03900000000002;2.9610000000000003
3204708;São Gabriel da Palha;ES;Estadual;8;180;0.0;0.9940000000000001;0.006;0.0;178.92000000000002;1.08
3204708;São Gabriel da Palha;ES;Estadual;9;174;0.0;1.0;0.0;0.0;174.0;0.0
3204708;São Gabriel da Palha;ES;Municipal;6;219;0.013999999999999999;0.8190000000000001;0.16699999999999998;3.066;179.36100000000002;36.57299999999999
